,date,MAX_AVG_LOAD,maxtempC,mintempC,avgtempC,totalprecipMM,weatherDesc,humidity,cloudcover,HeatIndexC,WindChillC,FeelsLikeC,windspeedKmph,winddirdegree,week_id,Weekday,is_weekend,residential_percent_change_from_baseline,workplaces_percent_change_from_baseline,transit_stations_percent_change_from_baseline,parks_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,retail_and_recreation_percent_change_from_baseline
778,2019-02-18,2970.0,9,4,6,0.3,Partly cloudy,50,27,6,4,4,16,305,8.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,2019-02-19,2930.0,11,3,7,0.0,Sunny,58,5,7,5,5,13,298,8.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,2019-02-20,2805.0,13,4,9,0.0,Sunny,48,4,9,8,8,7,259,8.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
781,2019-02-21,2787.5,13,5,9,0.0,Sunny,46,3,9,7,7,14,316,8.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
782,2019-02-22,2550.0,12,5,8,0.0,Sunny,51,5,8,7,7,9,276,8.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
783,2019-02-23,2765.0,13,5,9,0.0,Sunny,49,3,9,8,8,10,288,8.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
784,2019-02-24,2650.0,16,6,11,0.0,Sunny,28,1,11,11,11,9,281,9.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785,2019-02-25,2505.0,22,9,15,0.0,Sunny,20,0,15,15,15,13,161,9.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786,2019-02-26,2545.0,19,10,14,0.0,Partly cloudy,24,29,14,13,13,27,260,9.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787,2019-02-27,3005.0,12,7,9,0.1,Sunny,60,12,9,5,5,46,273,9.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
788,2019-02-28,3160.0,10,4,7,2.6,Partly cloudy,62,36,7,2,2,52,273,9.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
789,2019-03-01,2825.0,10,4,6,0.3,Partly cloudy,70,37,6,2,2,41,289,9.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
790,2019-03-02,3090.0,12,4,8,0.0,Sunny,59,10,8,6,6,20,276,9.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
791,2019-03-03,2840.0,14,5,10,0.0,Sunny,40,4,10,7,7,21,254,10.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
792,2019-03-04,2865.0,14,6,10,0.0,Sunny,42,5,10,8,8,18,259,10.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793,2019-03-05,2860.0,14,7,10,3.8,Sunny,54,20,10,8,8,14,150,10.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,2019-03-06,2627.5,14,6,10,0.0,Sunny,58,9,10,9,9,11,262,10.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,2019-03-07,2740.0,16,7,11,0.0,Sunny,50,1,11,9,9,18,298,10.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,2019-03-08,2485.0,16,6,11,0.0,Sunny,50,0,11,10,10,14,272,10.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
797,2019-03-09,2607.5,17,7,12,0.0,Sunny,35,0,12,12,12,7,118,10.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
798,2019-03-10,2540.0,19,8,13,0.0,Sunny,32,0,13,12,12,15,292,11.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,2019-03-11,2520.0,17,7,12,0.0,Sunny,36,0,12,11,11,11,163,11.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,2019-03-12,2495.0,22,10,16,0.0,Sunny,17,27,16,16,16,15,174,11.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801,2019-03-13,2432.5,24,10,18,0.0,Sunny,22,11,18,17,17,29,247,11.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,2019-03-14,2875.0,11,7,9,0.0,Partly cloudy,57,21,9,5,5,43,279,11.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,2019-03-15,2507.5,17,6,12,0.0,Sunny,48,3,12,10,10,22,264,11.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
804,2019-03-16,2995.0,13,7,10,1.4,Sunny,49,26,10,6,6,35,270,11.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
805,2019-03-17,2842.5,14,5,9,0.4,Sunny,58,9,9,6,6,34,290,12.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,2019-03-18,2505.0,19,7,14,0.0,Sunny,34,0,14,13,13,8,182,12.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,2019-03-19,2455.0,22,10,16,0.0,Sunny,26,0,16,16,16,11,194,12.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,2019-03-20,2330.0,21,12,16,0.0,Sunny,30,14,16,16,16,12,223,12.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,2019-03-21,2225.0,20,12,15,0.0,Sunny,43,13,15,14,14,17,326,12.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,2019-03-22,2140.0,19,9,14,0.0,Sunny,33,5,14,13,13,16,303,12.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
811,2019-03-23,2435.0,21,11,15,1.6,Sunny,32,40,16,16,16,11,293,12.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
812,2019-03-24,2565.0,19,10,14,1.2,Sunny,38,13,14,13,13,24,273,13.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813,2019-03-25,2835.0,10,7,8,0.5,Partly cloudy,58,33,8,5,5,34,276,13.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,2019-03-26,2775.0,15,5,10,0.0,Sunny,47,6,10,8,8,24,274,13.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815,2019-03-27,2715.0,16,8,12,0.0,Sunny,40,4,12,10,10,24,276,13.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,2019-03-28,2435.0,18,8,13,0.0,Sunny,33,9,13,13,13,11,268,13.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817,2019-03-29,2530.0,23,12,17,0.0,Sunny,22,27,17,17,17,11,183,13.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
818,2019-03-30,2705.0,17,9,14,0.0,Sunny,43,17,14,12,12,29,259,13.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
819,2019-03-31,2835.0,13,7,10,1.0,Sunny,51,30,10,6,6,34,263,14.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,2019-04-01,2825.0,15,6,10,0.0,Sunny,45,15,10,7,7,35,265,14.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821,2019-04-02,2705.0,16,7,12,0.0,Sunny,38,8,12,11,11,20,252,14.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,2019-04-03,2505.0,19,8,14,0.2,Sunny,35,8,14,14,14,13,231,14.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,2019-04-04,2427.5,20,11,15,7.7,Sunny,46,11,15,15,15,13,186,14.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,2019-04-05,2280.0,18,10,14,0.0,Sunny,48,4,14,13,13,20,298,14.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
825,2019-04-06,2535.0,23,11,17,0.1,Partly cloudy,34,25,17,17,17,10,227,14.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
826,2019-04-07,2310.0,24,16,20,0.0,Sunny,31,13,20,20,20,20,250,15.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827,2019-04-08,2272.5,23,16,19,0.1,Sunny,33,9,20,19,19,22,266,15.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,2019-04-09,2250.0,23,14,18,0.0,Sunny,36,0,18,18,18,16,284,15.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829,2019-04-10,2287.5,20,12,15,0.0,Sunny,42,1,15,14,14,22,294,15.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830,2019-04-11,2245.0,20,10,15,0.0,Sunny,28,4,15,14,14,13,324,15.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,2019-04-12,2057.5,21,10,16,0.0,Sunny,30,0,16,16,16,10,158,15.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832,2019-04-13,2250.0,26,14,21,0.0,Sunny,22,7,21,21,21,16,203,15.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833,2019-04-14,2232.5,26,16,21,0.0,Sunny,19,30,21,21,21,26,257,16.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834,2019-04-15,2435.0,22,14,17,2.1,Sunny,38,57,17,17,17,17,271,16.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,2019-04-16,2485.0,22,14,17,1.3,Sunny,43,10,17,17,17,26,253,16.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,2019-04-17,2450.0,19,11,14,0.0,Sunny,44,3,14,13,13,23,288,16.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,2019-04-18,2425.0,17,9,13,0.0,Sunny,43,2,13,12,12,22,293,16.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838,2019-04-19,2422.5,17,9,12,0.0,Sunny,42,5,12,11,11,27,282,16.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
839,2019-04-20,2660.0,17,8,12,0.0,Sunny,43,2,12,11,11,25,281,16.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
840,2019-04-21,2905.0,13,7,9,0.0,Sunny,53,7,9,6,6,41,285,17.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841,2019-04-22,2822.5,16,5,11,0.0,Sunny,44,1,11,9,9,24,289,17.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,2019-04-23,2495.0,19,7,14,0.0,Sunny,29,0,14,14,14,7,161,17.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843,2019-04-24,2380.0,23,12,18,0.0,Sunny,24,7,18,18,18,13,77,17.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844,2019-04-25,2235.0,24,15,20,0.0,Sunny,17,4,20,20,20,12,57,17.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,2019-04-26,2035.0,24,15,20,0.0,Sunny,19,5,20,20,20,16,54,17.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
846,2019-04-27,2247.5,26,16,21,0.0,Sunny,20,2,20,21,21,15,147,17.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
847,2019-04-28,2220.0,26,15,21,0.0,Sunny,21,0,20,21,21,12,263,18.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848,2019-04-29,2240.0,29,16,23,0.0,Sunny,16,24,22,23,22,11,263,18.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849,2019-04-30,2345.0,29,19,24,0.0,Sunny,17,9,23,24,23,13,305,18.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850,2019-05-01,2345.0,31,19,26,0.0,Sunny,18,7,24,26,24,12,265,18.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
851,2019-05-02,2255.0,30,22,26,0.6,Sunny,19,25,25,26,25,13,237,18.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
852,2019-05-03,2060.0,28,15,22,1.1,Sunny,34,12,22,22,22,23,264,18.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
853,2019-05-04,2220.0,25,12,19,0.0,Sunny,20,1,19,19,19,10,175,18.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
854,2019-05-05,2320.0,30,17,24,0.0,Partly cloudy,14,72,23,24,23,12,162,19.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855,2019-05-06,2320.0,34,20,27,0.0,Partly cloudy,17,23,26,27,26,8,129,19.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856,2019-05-07,2127.5,25,15,21,0.0,Sunny,32,18,21,21,21,26,293,19.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857,2019-05-08,2120.0,22,12,17,0.0,Sunny,31,0,17,16,16,23,299,19.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
858,2019-05-09,2180.0,20,12,15,0.0,Sunny,43,5,15,14,14,20,302,19.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859,2019-05-10,1972.5,22,11,16,0.0,Sunny,29,0,17,16,16,11,308,19.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
860,2019-05-11,2115.0,26,14,21,0.0,Sunny,24,2,20,21,21,12,188,19.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
861,2019-05-12,2145.0,28,18,24,0.0,Sunny,18,0,23,24,23,14,224,20.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862,2019-05-13,2165.0,30,19,25,0.0,Sunny,18,0,24,25,24,12,229,20.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
863,2019-05-14,2242.5,32,21,27,0.0,Sunny,16,1,26,27,26,14,240,20.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864,2019-05-15,2357.5,33,21,27,0.0,Sunny,17,0,26,27,26,14,292,20.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
865,2019-05-16,2340.0,33,22,28,0.0,Sunny,14,7,27,28,27,12,292,20.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
866,2019-05-17,2165.0,34,20,27,0.0,Sunny,22,6,26,27,26,18,226,20.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
867,2019-05-18,2175.0,28,17,23,0.0,Sunny,20,0,22,23,22,21,317,20.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
868,2019-05-19,2172.5,28,18,23,0.0,Sunny,19,0,22,23,22,11,313,21.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
869,2019-05-20,2215.0,29,17,23,0.0,Sunny,22,0,23,23,23,13,218,21.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,2019-05-21,2350.0,31,20,26,0.0,Sunny,20,0,25,26,25,16,193,21.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
871,2019-05-22,2437.5,34,23,29,0.0,Sunny,14,3,27,29,27,16,66,21.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
872,2019-05-23,2565.0,35,24,30,0.0,Sunny,13,3,28,30,28,16,78,21.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873,2019-05-24,2530.0,37,27,32,0.0,Sunny,11,12,30,32,30,18,201,21.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
874,2019-05-25,2410.0,35,24,29,0.0,Sunny,22,13,27,29,27,16,286,21.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
875,2019-05-26,2372.5,33,21,27,0.0,Sunny,26,0,26,27,26,11,245,22.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
876,2019-05-27,2380.0,34,21,27,0.0,Sunny,24,2,26,27,26,13,294,22.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
877,2019-05-28,2480.0,33,22,28,0.0,Sunny,24,13,27,28,27,12,289,22.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
878,2019-05-29,2580.0,36,23,29,0.0,Sunny,23,8,28,29,28,17,170,22.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
879,2019-05-30,2715.0,37,25,31,1.1,Sunny,15,14,30,31,30,22,193,22.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
880,2019-05-31,2600.0,36,26,31,0.0,Sunny,19,9,29,31,29,18,231,22.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
881,2019-06-01,2570.0,34,24,29,0.0,Sunny,22,2,27,29,27,17,210,22.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
882,2019-06-02,2565.0,34,23,29,0.0,Sunny,21,0,27,29,27,14,234,23.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
883,2019-06-03,2632.5,34,23,29,0.0,Sunny,20,14,28,29,28,13,246,23.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
884,2019-06-04,2590.0,35,24,30,0.2,Sunny,21,18,28,30,28,19,170,23.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885,2019-06-05,2360.0,35,25,30,6.9,Patchy rain possible,24,20,28,30,28,18,169,23.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
886,2019-06-06,2435.0,34,25,29,8.1,Sunny,29,20,28,29,28,15,160,23.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
887,2019-06-07,2410.0,32,23,27,8.6,Sunny,38,5,27,27,27,18,252,23.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
888,2019-06-08,2595.0,30,21,25,0.2,Sunny,43,3,26,25,26,18,281,23.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
889,2019-06-09,2495.0,30,20,25,0.0,Sunny,32,6,25,25,25,16,286,24.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
890,2019-06-10,2590.0,30,21,26,0.0,Sunny,25,0,25,26,25,17,277,24.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
891,2019-06-11,2660.0,31,21,27,0.0,Sunny,19,0,26,27,26,13,235,24.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
892,2019-06-12,2657.5,31,21,25,0.0,Sunny,28,0,25,25,25,17,304,24.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
893,2019-06-13,2462.5,28,17,22,0.0,Sunny,43,1,22,22,22,22,295,24.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
894,2019-06-14,2165.0,28,17,22,0.0,Sunny,47,4,22,22,22,16,282,24.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
895,2019-06-15,2485.0,29,18,24,0.0,Sunny,41,5,24,24,24,15,237,24.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
896,2019-06-16,2575.0,31,19,25,0.0,Sunny,36,3,24,25,24,19,276,25.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
897,2019-06-17,2552.5,31,19,25,0.0,Sunny,40,5,25,25,25,23,279,25.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
898,2019-06-18,2550.0,30,19,24,0.0,Sunny,39,2,24,24,24,18,289,25.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
899,2019-06-19,2520.0,31,18,25,0.0,Sunny,30,1,24,25,24,24,289,25.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,2019-06-20,2510.0,32,19,26,0.0,Sunny,26,0,25,26,25,19,286,25.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
901,2019-06-21,2190.0,34,20,26,0.0,Sunny,28,0,26,26,26,17,270,25.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
902,2019-06-22,2495.0,32,18,25,0.0,Sunny,35,0,24,25,24,15,266,25.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
903,2019-06-23,2655.0,33,18,26,0.0,Sunny,36,0,25,26,25,10,214,26.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
904,2019-06-24,2785.0,37,21,29,0.0,Sunny,26,0,28,29,28,16,180,26.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
905,2019-06-25,2940.2000799999996,37,23,30,0.0,Sunny,27,0,29,30,29,18,193,26.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
906,2019-06-26,2900.0,37,22,29,0.0,Sunny,28,0,29,29,29,15,259,26.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
907,2019-06-27,2687.5,34,22,27,0.0,Sunny,20,0,27,27,27,20,302,26.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
908,2019-06-28,2335.0,33,20,26,0.0,Sunny,33,0,26,26,26,27,301,26.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
909,2019-06-29,2665.0,32,18,24,0.0,Sunny,44,0,24,24,24,19,295,26.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
910,2019-06-30,2772.5,33,18,25,0.0,Sunny,37,0,25,25,25,15,282,27.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
911,2019-07-01,2705.0,33,20,25,0.0,Sunny,39,0,25,25,25,15,243,27.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
912,2019-07-02,2605.0,31,19,24,0.0,Sunny,30,0,23,24,23,17,327,27.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
913,2019-07-03,2595.0,32,16,24,0.0,Sunny,27,0,23,24,23,14,245,27.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
914,2019-07-04,2565.0,33,16,25,0.0,Sunny,25,0,24,25,24,11,202,27.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
915,2019-07-05,2302.5,36,18,26,0.0,Sunny,32,0,25,26,25,13,239,27.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
916,2019-07-06,2630.0,33,18,25,0.0,Sunny,30,0,25,25,25,16,246,27.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
917,2019-07-07,2740.0,33,19,25,0.0,Sunny,29,0,25,25,25,18,307,28.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
918,2019-07-08,2700.0,32,17,25,0.0,Sunny,32,0,24,25,24,19,295,28.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
919,2019-07-09,2705.0,33,18,25,0.0,Sunny,32,0,24,25,24,16,316,28.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920,2019-07-10,2770.0,33,18,26,0.0,Sunny,27,0,25,26,25,13,239,28.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
921,2019-07-11,2715.0,35,19,27,0.0,Sunny,30,0,26,27,26,15,255,28.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
922,2019-07-12,2450.0,35,20,27,0.0,Sunny,26,0,27,27,27,22,314,28.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
923,2019-07-13,2610.0,33,19,25,0.0,Sunny,34,0,24,25,24,26,285,28.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
924,2019-07-14,2680.0,34,15,25,0.0,Sunny,24,0,24,25,24,16,253,29.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
925,2019-07-15,2612.5,33,17,24,0.0,Sunny,34,0,24,24,24,15,272,29.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
926,2019-07-16,2660.0,33,15,24,0.0,Sunny,34,0,24,24,24,16,305,29.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
927,2019-07-17,2952.5,38,21,29,0.0,Sunny,28,7,29,29,29,22,280,29.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
928,2019-07-18,2730.0,35,20,27,0.0,Sunny,43,1,27,27,27,25,269,29.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
929,2019-07-19,2325.0,33,17,24,0.0,Sunny,45,0,24,24,24,15,293,29.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
930,2019-07-20,2630.0,32,16,23,0.0,Sunny,40,0,23,23,23,15,303,29.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
931,2019-07-21,2680.0,32,15,23,0.0,Sunny,50,0,23,23,23,15,217,30.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
932,2019-07-22,2750.0,34,17,25,0.0,Sunny,37,0,25,25,25,13,219,30.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
933,2019-07-23,2730.0,34,19,26,0.0,Sunny,31,0,25,26,25,16,217,30.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
934,2019-07-24,2725.0,34,18,26,0.0,Sunny,24,0,25,26,25,16,258,30.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
935,2019-07-25,2690.0,34,18,26,0.0,Sunny,29,0,25,26,25,13,254,30.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
936,2019-07-26,2417.5,35,19,26,0.0,Sunny,30,0,25,26,25,13,251,30.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
937,2019-07-27,2710.0,32,18,24,0.0,Sunny,40,0,24,24,24,16,308,30.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
938,2019-07-28,2745.0,32,17,24,0.0,Sunny,45,0,23,24,23,15,273,31.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
939,2019-07-29,2760.0,33,15,24,0.0,Sunny,33,0,23,24,23,14,280,31.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,2019-07-30,2830.0,35,17,27,0.0,Sunny,24,0,26,27,26,11,250,31.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
941,2019-07-31,3000.0,37,21,28,0.0,Sunny,25,0,28,28,28,12,209,31.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942,2019-08-01,2897.5,35,20,27,0.0,Sunny,34,0,27,27,27,19,303,31.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
943,2019-08-02,2460.0,33,17,25,0.0,Sunny,36,0,24,25,24,24,290,31.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
944,2019-08-03,2727.5,31,17,24,0.0,Sunny,39,0,24,24,24,20,294,31.0,Saturday,1.0,0.0,0.0,0.0,0.0,0.0,0.0
945,2019-08-04,2865.0,33,16,25,0.0,Sunny,40,0,25,25,25,18,273,32.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
946,2019-08-05,2900.0,34,18,26,0.0,Sunny,33,0,25,26,25,17,292,32.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
947,2019-08-06,2760.0,33,18,25,0.0,Sunny,40,0,24,25,24,18,287,32.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
948,2019-08-07,2755.0,33,16,24,0.0,Sunny,44,0,24,24,24,14,275,32.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0
